  0.0000  1.0000  0.0000  0.0000 
  0.0050  0.9982 -0.0652  0.0000 
  0.0100  0.9900 -0.1429  0.0000 
  0.0150  0.9956 -0.0976  0.0000 
  0.0200  0.9736 -0.2298  0.0000 
  0.0250  0.9844 -0.1779  0.0000 
  0.0300  0.9949 -0.1042  0.0000 
  0.0350  1.0000  0.0248  0.0000 
  0.0400  0.9971  0.0771  0.0000 
  0.0450  0.9917  0.1313  0.0000 
  0.0500  0.9900  0.1430  0.0000 
  0.0550  0.9772  0.2148  0.0000 
  0.0600  0.9564  0.2933  0.0000 
  0.0650  0.9735  0.2304  0.0000 
  0.0700  0.9523  0.3063  0.0000 
  0.0750  0.9649  0.2654  0.0000 
  0.0800  0.9479  0.3206  0.0000 
  0.0850  0.9670  0.2572  0.0000 
  0.0900  0.9439  0.3320  0.0000 
  0.0950  0.9496  0.3148  0.0000 
  0.1000  0.9223  0.3873  0.0000 
  0.1050  0.9279  0.3733  0.0000 
  0.1100  0.9483  0.3184  0.0000 
  0.1150  0.9487  0.3174  0.0000 
  0.1200  0.9808  0.1969  0.0000 
  0.1250  0.9868  0.1645  0.0000 
  0.1300  0.9824  0.1901  0.0000 
  0.1350  0.9890  0.1521  0.0000 
  0.1400  0.9945  0.1109  0.0000 
  0.1450  0.9975  0.0782  0.0000 
  0.1500  0.9932  0.1204  0.0000 
  0.1550  0.9970  0.0836  0.0000 
  0.1600  0.9895  0.1472  0.0000 
  0.1650  0.9820  0.1909  0.0000 
  0.1700  0.9783  0.2084  0.0000 
  0.1750  0.9768  0.2145  0.0000 
  0.1800  0.9836  0.1792  0.0000 
  0.1850  0.9819  0.1894  0.0000 
  0.1900  0.9835  0.1797  0.0000 
  0.1950  0.9798  0.1995  0.0000 
  0.2000  0.9834  0.1818  0.0000 
  0.2050  0.9958  0.0944  0.0000 
  0.2100  1.0000  0.0096  0.0000 
  0.2150  1.0000  0.0078  0.0000 
  0.2200  0.9992  0.0413  0.0000 
  0.2250  0.9999  0.0284  0.0000 
  0.2300  0.9987  0.0544  0.0000 
  0.2350  0.9959  0.0943  0.0000 
  0.2400  0.9993  0.0441  0.0000 
  0.2450  0.9998  0.0329  0.0000 
  0.2500  0.9995 -0.0365  0.0000 
  0.2550  1.0000 -0.0292  0.0000 
  0.2600  1.0007 -0.0085  0.0000 
  0.2650  0.9990  0.0616  0.0000 
  0.2700  0.9986  0.0646  0.0000 
  0.2750  0.9979  0.0727  0.0000 
  0.2800  0.9907  0.1391  0.0000 
  0.2850  0.9995  0.0468  0.0000 
  0.2900  1.0005  0.0051  0.0000 
  0.2950  0.9968  0.0873  0.0000 
  0.3000  0.9961  0.0944  0.0000 
  0.3050  0.9947  0.1085  0.0000 
  0.3100  0.9940  0.1153  0.0000 
  0.3150  0.9958  0.0942  0.0000 
  0.3200  0.9980  0.0677  0.0000 
  0.3250  0.9854  0.1725  0.0000 
  0.3300  0.9961  0.0953  0.0000 
  0.3350  0.9948  0.1082  0.0000 
  0.3400  0.9775  0.2144  0.0000 
  0.3450  0.9381  0.3487  0.0000 
  0.3500  0.9777  0.2147  0.0000 
  0.3550  0.9888  0.1549  0.0000 
  0.3600  0.9995  0.0543  0.0000 
  0.3650  0.9875  0.1654  0.0000 
  0.3700  0.9709  0.2457  0.0000 
  0.3750  0.9718  0.2423  0.0000 
  0.3800  0.9740  0.2326  0.0000 
  0.3850  0.9903  0.1476  0.0000 
  0.3900  0.9997  0.0563  0.0000 
  0.3950  0.9999  0.0508  0.0000 
  0.4000  0.9956  0.1032  0.0000 
  0.4050  0.9997  0.0473  0.0000 
  0.4100  0.9982  0.0732  0.0000 
  0.4150  0.9969  0.0905  0.0000 
  0.4200  1.0005  0.0341  0.0000 
  0.4250  0.9966 -0.0965  0.0000 
  0.4300  1.0001  0.0517  0.0000 
  0.4350  0.9928  0.1289  0.0000 
  0.4400  0.9995  0.0544  0.0000 
  0.4450  0.9995  0.0549  0.0000 
  0.4500  1.0007 -0.0343  0.0000 
  0.4550  1.0012  0.0127  0.0000 
  0.4600  0.9952 -0.1101  0.0000 
  0.4650  0.9893 -0.1543  0.0000 
  0.4700  0.9888 -0.1578  0.0000 
  0.4750  0.9922 -0.1354  0.0000 
  0.4800  0.9951 -0.1134  0.0000 
  0.4850  0.9901 -0.1527  0.0000 
  0.4900  0.9945 -0.1198  0.0000 
  0.4950  0.9997 -0.0620  0.0000 
  0.5000  0.9875 -0.1675  0.0000 
  0.5050  0.9847 -0.1835  0.0000 
  0.5100  0.9946 -0.1178  0.0000 
  0.5150  1.0008 -0.0410  0.0000 
  0.5200  0.9889 -0.1612  0.0000 
  0.5250  0.9889 -0.1612  0.0000 
  0.5300  0.9920 -0.1414  0.0000 
  0.5350  0.9954 -0.1150  0.0000 
  0.5400  0.9925 -0.1388  0.0000 
  0.5450  0.9918 -0.1439  0.0000 
  0.5500  1.0002 -0.0594  0.0000 
  0.5550  1.0016  0.0279  0.0000 
  0.5600  1.0012  0.0407  0.0000 
  0.5650  0.9987  0.0813  0.0000 
  0.5700  0.9923  0.1402  0.0000 
  0.5750  0.9855  0.1819  0.0000 
  0.5800  0.9760  0.2279  0.0000 
  0.5850  0.9805  0.2073  0.0000 
  0.5900  0.9740  0.2359  0.0000 
  0.5950  0.9512  0.3156  0.0000 
  0.6000  0.9322  0.3684  0.0000 
  0.6050  0.9549  0.3049  0.0000 
  0.6100  0.9350  0.3619  0.0000 
  0.6150  0.9614  0.2852  0.0000 
  0.6200  0.9607  0.2876  0.0000 
  0.6250  0.9625  0.2820  0.0000 
  0.6300  0.9717  0.2487  0.0000 
  0.6350  0.9590  0.2931  0.0000 
  0.6400  0.8930  0.4559  0.0000 
  0.6450  0.9371  0.3570  0.0000 
  0.6500  0.9386  0.3527  0.0000 
  0.6550  0.9420  0.3442  0.0000 
  0.6600  0.9306  0.3742  0.0000 
  0.6650  0.9426  0.3432  0.0000 
  0.6700  0.9214  0.3965  0.0000 
